#,"Date Time, GMT-08:00","Temp, °C (LGR S/N: 20635520, SEN S/N: 20635520)",DOY,Coupler Attached (LGR S/N: 20635520),Host Connected (LGR S/N: 20635520),Stopped (LGR S/N: 20635520),End Of File (LGR S/N: 20635520)
237,6/12/2021 11:24,10.369,163,,,,
238,6/12/2021 12:24,10.149,164,,,,
239,6/12/2021 13:24,10.663,164,,,,
240,6/12/2021 14:24,11.273,164,,,,
241,6/12/2021 15:24,11.175,164,,,,
242,6/12/2021 16:24,11.783,164,,,,
243,6/12/2021 17:24,12.558,164,,,,
244,6/12/2021 18:24,11.662,164,,,,
245,6/12/2021 19:24,11.565,164,,,,
246,6/12/2021 20:24,11.029,164,,,,
247,6/12/2021 21:24,11.2,164,,,,
248,6/12/2021 22:24,11.248,164,,,,
249,6/12/2021 23:24,10.761,164,,,,
250,6/13/2021 0:24,10.418,164,,,,
251,6/13/2021 1:24,10.32,164,,,,
252,6/13/2021 2:24,10.247,164,,,,
253,6/13/2021 3:24,10.198,164,,,,
254,6/13/2021 4:24,10.051,164,,,,
255,6/13/2021 5:24,9.879,164,,,,
256,6/13/2021 6:24,9.731,164,,,,
257,6/13/2021 7:24,9.682,164,,,,
258,6/13/2021 8:24,9.78,164,,,,
259,6/13/2021 9:24,10.026,164,,,,
260,6/13/2021 10:24,10.443,164,,,,
261,6/13/2021 11:24,10.883,164,,,,
262,6/13/2021 12:24,10.614,165,,,,
263,6/13/2021 13:24,10.736,165,,,,
264,6/13/2021 14:24,11.273,165,,,,
265,6/13/2021 15:24,11.662,165,,,,
266,6/13/2021 16:24,12.316,165,,,,
267,6/13/2021 17:24,12.582,165,,,,
268,6/13/2021 18:24,12.509,165,,,,
269,6/13/2021 19:24,12.34,165,,,,
270,6/13/2021 20:24,12.171,165,,,,
271,6/13/2021 21:24,11.759,165,,,,
272,6/13/2021 22:24,11.419,165,,,,
273,6/13/2021 23:24,11.127,165,,,,
274,6/14/2021 0:24,11.053,165,,,,
275,6/14/2021 1:24,10.956,165,,,,
276,6/14/2021 2:24,10.761,165,,,,
277,6/14/2021 3:24,10.565,165,,,,
278,6/14/2021 4:24,10.418,165,,,,
279,6/14/2021 5:24,10.222,165,,,,
280,6/14/2021 6:24,10.075,165,,,,
281,6/14/2021 7:24,10.026,165,,,,
282,6/14/2021 8:24,10.198,165,,,,
283,6/14/2021 9:24,10.541,165,,,,
284,6/14/2021 10:24,11.053,165,,,,
285,6/14/2021 11:24,11.662,165,,,,
286,6/14/2021 12:24,12.413,166,,,,
287,6/14/2021 13:24,13.161,166,,,,
288,6/14/2021 14:24,13.858,166,,,,
289,6/14/2021 15:24,14.409,166,,,,
290,6/14/2021 16:24,14.768,166,,,,
291,6/14/2021 17:24,15.079,166,,,,
292,6/14/2021 18:24,15.055,166,,,,
293,6/14/2021 19:24,15.294,166,,,,
294,6/14/2021 20:24,14.792,166,,,,
295,6/14/2021 21:24,14.385,166,,,,
296,6/14/2021 22:24,14.026,166,,,,
297,6/14/2021 23:24,13.546,166,,,,
298,6/15/2021 0:24,12.968,166,,,,
299,6/15/2021 1:24,12.509,166,,,,
300,6/15/2021 2:24,12.219,166,,,,
301,6/15/2021 3:24,11.953,166,,,,
302,6/15/2021 4:24,11.686,166,,,,
303,6/15/2021 5:24,11.54,166,,,,
304,6/15/2021 6:24,11.467,166,,,,
305,6/15/2021 7:24,11.467,166,,,,
306,6/15/2021 8:24,11.637,166,,,,
307,6/15/2021 9:24,11.88,166,,,,
308,6/15/2021 10:24,12.364,166,,,,
309,6/15/2021 11:24,13.04,166,,,,
310,6/15/2021 12:24,13.738,167,,,,
311,6/15/2021 13:24,14.17,167,,,,
312,6/15/2021 14:24,15.008,167,,,,
313,6/15/2021 15:24,15.533,167,,,,
314,6/15/2021 16:24,15.915,167,,,,
315,6/15/2021 17:24,16.201,167,,,,
316,6/15/2021 18:24,15.748,167,,,,
317,6/15/2021 19:24,15.461,167,,,,
318,6/15/2021 20:24,15.342,167,,,,
319,6/15/2021 21:24,15.031,167,,,,
320,6/15/2021 22:24,14.385,167,,,,
321,6/15/2021 23:24,14.026,167,,,,
322,6/16/2021 0:24,13.738,167,,,,
323,6/16/2021 1:24,13.425,167,,,,
324,6/16/2021 2:24,13.137,167,,,,
325,6/16/2021 3:24,12.847,167,,,,
326,6/16/2021 4:24,12.654,167,,,,
327,6/16/2021 5:24,12.534,167,,,,
328,6/16/2021 6:24,12.437,167,,,,
329,6/16/2021 7:24,12.389,167,,,,
330,6/16/2021 8:24,12.509,167,,,,
331,6/16/2021 9:24,12.751,167,,,,
332,6/16/2021 10:24,13.161,167,,,,
333,6/16/2021 11:24,13.522,167,,,,
334,6/16/2021 12:24,14.002,168,,,,
335,6/16/2021 13:24,14.194,168,,,,
336,6/16/2021 14:24,14.218,168,,,,
337,6/16/2021 15:24,14.266,168,,,,
338,6/16/2021 16:24,14.577,168,,,,
339,6/16/2021 17:24,14.242,168,,,,
340,6/16/2021 18:24,14.266,168,,,,
341,6/16/2021 19:24,14.026,168,,,,
342,6/16/2021 20:24,13.738,168,,,,
343,6/16/2021 21:24,13.377,168,,,,
344,6/16/2021 22:24,12.968,168,,,,
345,6/16/2021 23:24,12.63,168,,,,
346,6/17/2021 0:24,12.292,168,,,,
347,6/17/2021 1:24,12.001,168,,,,
348,6/17/2021 2:24,11.734,168,,,,
349,6/17/2021 3:24,11.565,168,,,,
350,6/17/2021 4:24,11.443,168,,,,
351,6/17/2021 5:24,11.37,168,,,,
352,6/17/2021 6:24,11.321,168,,,,
353,6/17/2021 7:24,11.321,168,,,,
354,6/17/2021 8:24,11.419,168,,,,
355,6/17/2021 9:24,11.37,168,,,,
356,6/17/2021 10:24,11.443,168,,,,
357,6/17/2021 11:24,11.613,168,,,,
358,6/17/2021 12:24,12.147,169,,,,
359,6/17/2021 13:24,11.977,169,,,,
360,6/17/2021 14:24,12.823,169,,,,
361,6/17/2021 15:24,12.775,169,,,,
362,6/17/2021 16:24,13.04,169,,,,
363,6/17/2021 17:24,12.896,169,,,,
364,6/17/2021 18:24,13.257,169,,,,
365,6/17/2021 19:24,13.497,169,,,,
366,6/17/2021 20:24,13.233,169,,,,
367,6/17/2021 21:24,13.088,169,,,,
368,6/17/2021 22:24,12.63,169,,,,
369,6/17/2021 23:24,12.171,169,,,,
370,6/18/2021 0:24,11.589,169,,,,
371,6/18/2021 1:24,11.224,169,,,,
372,6/18/2021 2:24,10.883,169,,,,
373,6/18/2021 3:24,10.565,169,,,,
374,6/18/2021 4:24,10.247,169,,,,
375,6/18/2021 5:24,9.977,169,,,,
376,6/18/2021 6:24,9.879,169,,,,
377,6/18/2021 7:24,9.903,169,,,,
378,6/18/2021 8:24,10.075,169,,,,
379,6/18/2021 9:24,10.418,169,,,,
380,6/18/2021 10:24,10.712,169,,,,
381,6/18/2021 11:24,11.102,169,,,,
382,6/18/2021 12:24,11.394,170,,,,
383,6/18/2021 13:24,12.025,170,,,,
384,6/18/2021 14:24,12.63,170,,,,
385,6/18/2021 15:24,13.088,170,,,,
386,6/18/2021 16:24,13.233,170,,,,
387,6/18/2021 17:24,13.161,170,,,,
388,6/18/2021 18:24,13.161,170,,,,
389,6/18/2021 19:24,12.775,170,,,,
390,6/18/2021 20:24,12.509,170,,,,
391,6/18/2021 21:24,12.219,170,,,,
392,6/18/2021 22:24,11.904,170,,,,
393,6/18/2021 23:24,11.637,170,,,,
394,6/19/2021 0:24,11.346,170,,,,
395,6/19/2021 1:24,11.127,170,,,,
396,6/19/2021 2:24,11.029,170,,,,
397,6/19/2021 3:24,11.005,170,,,,
398,6/19/2021 4:24,10.932,170,,,,
399,6/19/2021 5:24,10.883,170,,,,
400,6/19/2021 6:24,10.785,170,,,,
401,6/19/2021 7:24,10.761,170,,,,
402,6/19/2021 8:24,10.736,170,,,,
403,6/19/2021 9:24,10.761,170,,,,
404,6/19/2021 10:24,10.932,170,,,,
405,6/19/2021 11:24,11.053,170,,,,
406,6/19/2021 12:24,11.078,171,,,,
407,6/19/2021 13:24,11.443,171,,,,
408,6/19/2021 14:24,11.71,171,,,,
409,6/19/2021 15:24,11.88,171,,,,
410,6/19/2021 16:24,11.856,171,,,,
411,6/19/2021 17:24,11.832,171,,,,
412,6/19/2021 18:24,11.88,171,,,,
413,6/19/2021 19:24,11.953,171,,,,
414,6/19/2021 20:24,11.686,171,,,,
415,6/19/2021 21:24,11.613,171,,,,
416,6/19/2021 22:24,11.443,171,,,,
417,6/19/2021 23:24,11.224,171,,,,
418,6/20/2021 0:24,10.98,171,,,,
419,6/20/2021 1:24,10.761,171,,,,
420,6/20/2021 2:24,10.541,171,,,,
421,6/20/2021 3:24,10.271,171,,,,
422,6/20/2021 4:24,10.026,171,,,,
423,6/20/2021 5:24,9.805,171,,,,
424,6/20/2021 6:24,9.706,171,,,,
425,6/20/2021 7:24,9.682,171,,,,
426,6/20/2021 8:24,9.756,171,,,,
427,6/20/2021 9:24,10.001,171,,,,
428,6/20/2021 10:24,10.32,171,,,,
429,6/20/2021 11:24,10.638,171,,,,
430,6/20/2021 12:24,10.858,172,,,,
431,6/20/2021 13:24,11.053,172,,,,
432,6/20/2021 14:24,11.2,172,,,,
433,6/20/2021 15:24,11.443,172,,,,
434,6/20/2021 16:24,11.54,172,,,,
435,6/20/2021 17:24,11.565,172,,,,
436,6/20/2021 18:24,11.516,172,,,,
437,6/20/2021 19:24,11.394,172,,,,
438,6/20/2021 20:24,11.321,172,,,,
439,6/20/2021 21:24,11.2,172,,,,
440,6/20/2021 22:24,11.078,172,,,,
441,6/20/2021 23:24,11.005,172,,,,
442,6/21/2021 0:24,10.956,172,,,,
443,6/21/2021 1:24,10.907,172,,,,
444,6/21/2021 2:24,10.858,172,,,,
445,6/21/2021 3:24,10.81,172,,,,
446,6/21/2021 4:24,10.736,172,,,,
447,6/21/2021 5:24,10.663,172,,,,
448,6/21/2021 6:24,10.638,172,,,,
449,6/21/2021 7:24,10.663,172,,,,
450,6/21/2021 8:24,10.736,172,,,,
451,6/21/2021 9:24,10.834,172,,,,
452,6/21/2021 10:24,10.932,172,,,,
453,6/21/2021 11:24,11.078,172,,,,
454,6/21/2021 12:24,11.2,173,,,,
455,6/21/2021 13:24,11.273,173,,,,
456,6/21/2021 14:24,11.297,173,,,,
457,6/21/2021 15:24,11.419,173,,,,
458,6/21/2021 16:24,11.589,173,,,,
459,6/21/2021 17:24,11.856,173,,,,
460,6/21/2021 18:24,11.783,173,,,,
461,6/21/2021 19:24,11.759,173,,,,
462,6/21/2021 20:24,11.443,173,,,,
463,6/21/2021 21:24,11.2,173,,,,
464,6/21/2021 22:24,11.005,173,,,,
465,6/21/2021 23:24,10.932,173,,,,
466,6/22/2021 0:24,10.761,173,,,,
467,6/22/2021 1:24,10.614,173,,,,
468,6/22/2021 2:24,10.467,173,,,,
469,6/22/2021 3:24,10.345,173,,,,
470,6/22/2021 4:24,10.247,173,,,,
471,6/22/2021 5:24,10.173,173,,,,
472,6/22/2021 6:24,10.124,173,,,,
473,6/22/2021 7:24,10.124,173,,,,
474,6/22/2021 8:24,10.124,173,,,,
475,6/22/2021 9:24,10.222,173,,,,
476,6/22/2021 10:24,10.418,173,,,,
477,6/22/2021 11:24,10.565,173,,,,
478,6/22/2021 12:24,10.858,174,,,,
479,6/22/2021 13:24,11.102,174,,,,
480,6/22/2021 14:24,11.443,174,,,,
481,6/22/2021 15:24,11.783,174,,,,
482,6/22/2021 16:24,12.122,174,,,,
483,6/22/2021 17:24,12.147,174,,,,
484,6/22/2021 18:24,12.485,174,,,,
485,6/22/2021 19:24,12.847,174,,,,
486,6/22/2021 20:24,12.823,174,,,,
487,6/22/2021 21:24,12.509,174,,,,
488,6/22/2021 22:24,11.977,174,,,,
489,6/22/2021 23:24,11.71,174,,,,
490,6/23/2021 0:24,11.589,174,,,,
491,6/23/2021 1:24,11.467,174,,,,
492,6/23/2021 2:24,11.224,174,,,,
493,6/23/2021 3:24,10.956,174,,,,
494,6/23/2021 4:24,10.638,174,,,,
495,6/23/2021 5:24,10.369,174,,,,
496,6/23/2021 6:24,10.149,174,,,,
497,6/23/2021 7:24,10.075,174,,,,
498,6/23/2021 8:24,10.173,174,,,,
499,6/23/2021 9:24,10.394,174,,,,
500,6/23/2021 10:24,10.81,174,,,,
501,6/23/2021 11:24,11.394,174,,,,
502,6/23/2021 12:24,12.147,175,,,,
503,6/23/2021 13:24,12.871,175,,,,
504,6/23/2021 14:24,13.473,175,,,,
505,6/23/2021 15:24,13.666,175,,,,
506,6/23/2021 16:24,14.05,175,,,,
507,6/23/2021 17:24,14.457,175,,,,
508,6/23/2021 18:24,14.433,175,,,,
509,6/23/2021 19:24,14.194,175,,,,
510,6/23/2021 20:24,13.906,175,,,,
511,6/23/2021 21:24,13.546,175,,,,
512,6/23/2021 22:24,13.257,175,,,,
513,6/23/2021 23:24,12.968,175,,,,
514,6/24/2021 0:24,12.703,175,,,,
515,6/24/2021 1:24,12.485,175,,,,
516,6/24/2021 2:24,12.292,175,,,,
517,6/24/2021 3:24,12.171,175,,,,
518,6/24/2021 4:24,12.098,175,,,,
519,6/24/2021 5:24,12.025,175,,,,
520,6/24/2021 6:24,11.977,175,,,,
521,6/24/2021 7:24,12.05,175,,,,
522,6/24/2021 8:24,12.171,175,,,,
523,6/24/2021 9:24,12.413,175,,,,
524,6/24/2021 10:24,12.727,175,,,,
525,6/24/2021 11:24,12.847,175,,,,
526,6/24/2021 12:24,13.546,176,,,,
527,6/24/2021 13:24,13.93,176,,,,
528,6/24/2021 14:24,14.337,176,,,,
529,6/24/2021 15:24,14.96,176,,,,
530,6/24/2021 16:24,15.031,176,,,,
531,6/24/2021 17:24,15.127,176,,,,
532,6/24/2021 18:24,14.864,176,,,,
533,6/24/2021 19:24,14.529,176,,,,
534,6/24/2021 20:24,14.194,176,,,,
535,6/24/2021 21:24,13.906,176,,,,
536,6/24/2021 22:24,13.401,176,,,,
537,6/24/2021 23:24,12.896,176,,,,
538,6/25/2021 0:24,12.437,176,,,,
539,6/25/2021 1:24,12.098,176,,,,
540,6/25/2021 2:24,11.832,176,,,,
541,6/25/2021 3:24,11.637,176,,,,
542,6/25/2021 4:24,11.492,176,,,,
543,6/25/2021 5:24,11.346,176,,,,
544,6/25/2021 6:24,11.248,176,,,,
545,6/25/2021 7:24,11.321,176,,,,
546,6/25/2021 8:24,11.394,176,,,,
547,6/25/2021 9:24,11.565,176,,,,
548,6/25/2021 10:24,12.025,176,,,,
549,6/25/2021 11:24,12.534,176,,,,
550,6/25/2021 12:24,12.751,177,,,,
551,6/25/2021 13:24,13.137,177,,,,
552,6/25/2021 14:24,13.762,177,,,,
553,6/25/2021 15:24,13.714,177,,,,
554,6/25/2021 16:24,14.266,177,,,,
555,6/25/2021 17:24,14.433,177,,,,
556,6/25/2021 18:24,14.673,177,,,,
557,6/25/2021 19:24,14.361,177,,,,
558,6/25/2021 20:24,13.834,177,,,,
559,6/25/2021 21:24,13.618,177,,,,
560,6/25/2021 22:24,13.401,177,,,,
561,6/25/2021 23:24,13.137,177,,,,
562,6/26/2021 0:24,12.775,177,,,,
563,6/26/2021 1:24,12.316,177,,,,
564,6/26/2021 2:24,11.953,177,,,,
565,6/26/2021 3:24,11.686,177,,,,
566,6/26/2021 4:24,11.516,177,,,,
567,6/26/2021 5:24,11.419,177,,,,
568,6/26/2021 6:24,11.346,177,,,,
569,6/26/2021 7:24,11.273,177,,,,
570,6/26/2021 8:24,11.297,177,,,,
571,6/26/2021 9:24,11.346,177,,,,
572,6/26/2021 10:24,11.419,177,,,,
573,6/26/2021 11:24,11.419,177,,,,
574,6/26/2021 12:24,11.565,178,,,,
575,6/26/2021 13:24,11.734,178,,,,
576,6/26/2021 14:24,11.88,178,,,,
577,6/26/2021 15:24,11.977,178,,,,
578,6/26/2021 16:24,12.219,178,,,,
579,6/26/2021 17:24,12.606,178,,,,
580,6/26/2021 18:24,12.437,178,,,,
581,6/26/2021 19:24,12.799,178,,,,
582,6/26/2021 20:24,12.654,178,,,,
583,6/26/2021 21:24,12.147,178,,,,
584,6/26/2021 22:24,11.783,178,,,,
585,6/26/2021 23:24,11.589,178,,,,
586,6/27/2021 0:24,11.37,178,,,,
587,6/27/2021 1:24,11.102,178,,,,
588,6/27/2021 2:24,10.81,178,,,,
589,6/27/2021 3:24,10.565,178,,,,
590,6/27/2021 4:24,10.345,178,,,,
591,6/27/2021 5:24,10.149,178,,,,
592,6/27/2021 6:24,10.075,178,,,,
593,6/27/2021 7:24,10.1,178,,,,
594,6/27/2021 8:24,10.345,178,,,,
595,6/27/2021 9:24,10.614,178,,,,
596,6/27/2021 10:24,11.102,178,,,,
597,6/27/2021 11:24,11.565,178,,,,
598,6/27/2021 12:24,12.001,179,,,,
599,6/27/2021 13:24,12.751,179,,,,
600,6/27/2021 14:24,13.233,179,,,,
601,6/27/2021 15:24,13.834,179,,,,
602,6/27/2021 16:24,13.858,179,,,,
603,6/27/2021 17:24,14.122,179,,,,
604,6/27/2021 18:24,14.433,179,,,,
605,6/27/2021 19:24,14.601,179,,,,
606,6/27/2021 20:24,14.409,179,,,,
607,6/27/2021 21:24,14.146,179,,,,
608,6/27/2021 22:24,13.81,179,,,,
609,6/27/2021 23:24,13.329,179,,,,
610,6/28/2021 0:24,12.944,179,,,,
611,6/28/2021 1:24,12.727,179,,,,
612,6/28/2021 2:24,12.558,179,,,,
613,6/28/2021 3:24,12.437,179,,,,
614,6/28/2021 4:24,12.268,179,,,,
615,6/28/2021 5:24,12.074,179,,,,
616,6/28/2021 6:24,12.025,179,,,,
617,6/28/2021 7:24,12.025,179,,,,
618,6/28/2021 8:24,12.098,179,,,,
619,6/28/2021 9:24,12.243,179,,,,
620,6/28/2021 10:24,12.364,179,,,,
621,6/28/2021 11:24,12.34,179,,,,
622,6/28/2021 12:24,12.437,180,,,,
623,6/28/2021 13:24,12.534,180,,,,
624,6/28/2021 14:24,12.703,180,,,,
625,6/28/2021 15:24,12.871,180,,,,
626,6/28/2021 16:24,13.281,180,,,,
627,6/28/2021 17:24,13.473,180,,,,
628,6/28/2021 18:24,13.786,180,,,,
629,6/28/2021 19:24,13.57,180,,,,
630,6/28/2021 20:24,13.353,180,,,,
631,6/28/2021 21:24,13.137,180,,,,
632,6/28/2021 22:24,13.016,180,,,,
633,6/28/2021 23:24,12.799,180,,,,
634,6/29/2021 0:24,12.582,180,,,,
635,6/29/2021 1:24,12.389,180,,,,
636,6/29/2021 2:24,12.098,180,,,,
637,6/29/2021 3:24,11.88,180,,,,
638,6/29/2021 4:24,11.71,180,,,,
639,6/29/2021 5:24,11.565,180,,,,
640,6/29/2021 6:24,11.443,180,,,,
641,6/29/2021 7:24,11.394,180,,,,
642,6/29/2021 8:24,11.419,180,,,,
643,6/29/2021 9:24,11.467,180,,,,
644,6/29/2021 10:24,11.565,180,,,,
645,6/29/2021 11:24,12.025,180,,,,
646,6/29/2021 12:24,12.195,181,,,,
647,6/29/2021 13:24,12.558,181,,,,
648,6/29/2021 14:24,13.233,181,,,,
649,6/29/2021 15:24,13.522,181,,,,
650,6/29/2021 16:24,13.786,181,,,,
651,6/29/2021 17:24,13.93,181,,,,
652,6/29/2021 18:24,14.122,181,,,,
653,6/29/2021 19:24,14.026,181,,,,
654,6/29/2021 20:24,13.954,181,,,,
655,6/29/2021 21:24,13.666,181,,,,
656,6/29/2021 22:24,13.209,181,,,,
657,6/29/2021 23:24,12.896,181,,,,
658,6/30/2021 0:24,12.558,181,,,,
659,6/30/2021 1:24,12.171,181,,,,
660,6/30/2021 2:24,11.88,181,,,,
661,6/30/2021 3:24,11.613,181,,,,
662,6/30/2021 4:24,11.346,181,,,,
663,6/30/2021 5:24,11.151,181,,,,
664,6/30/2021 6:24,11.053,181,,,,
665,6/30/2021 7:24,11.053,181,,,,
666,6/30/2021 8:24,11.053,181,,,,
667,6/30/2021 9:24,11.102,181,,,,
668,6/30/2021 10:24,11.175,181,,,,
669,6/30/2021 11:24,11.467,181,,,,
670,6/30/2021 12:24,11.71,182,,,,
671,6/30/2021 13:24,12.001,182,,,,
672,6/30/2021 14:24,12.775,182,,,,
673,6/30/2021 15:24,13.329,182,,,,
674,6/30/2021 16:24,13.81,182,,,,
675,6/30/2021 17:24,14.314,182,,,,
676,6/30/2021 18:24,14.433,182,,,,
677,6/30/2021 19:24,14.385,182,,,,
678,6/30/2021 20:24,14.601,182,,,,
679,6/30/2021 21:24,14.242,182,,,,
680,6/30/2021 22:24,13.882,182,,,,
681,6/30/2021 23:24,13.714,182,,,,
682,7/1/2021 0:24,13.425,182,,,,
683,7/1/2021 1:24,13.088,182,,,,
684,7/1/2021 2:24,12.751,182,,,,
685,7/1/2021 3:24,12.437,182,,,,
686,7/1/2021 4:24,12.171,182,,,,
687,7/1/2021 5:24,12.025,182,,,,
688,7/1/2021 6:24,11.929,182,,,,
689,7/1/2021 7:24,11.88,182,,,,
690,7/1/2021 8:24,11.977,182,,,,
691,7/1/2021 9:24,12.219,182,,,,
692,7/1/2021 10:24,12.582,182,,,,
693,7/1/2021 11:24,13.088,182,,,,
694,7/1/2021 12:24,13.786,183,,,,
695,7/1/2021 13:24,14.409,183,,,,
696,7/1/2021 14:24,14.984,183,,,,
697,7/1/2021 15:24,15.485,183,,,,
698,7/1/2021 16:24,15.867,183,,,,
699,7/1/2021 17:24,16.153,183,,,,
700,7/1/2021 18:24,16.249,183,,,,
701,7/1/2021 19:24,16.201,183,,,,
702,7/1/2021 20:24,15.986,183,,,,
703,7/1/2021 21:24,15.676,183,,,,
704,7/1/2021 22:24,15.342,183,,,,
705,7/1/2021 23:24,15.008,183,,,,
706,7/2/2021 0:24,14.649,183,,,,
707,7/2/2021 1:24,14.29,183,,,,
708,7/2/2021 2:24,13.954,183,,,,
709,7/2/2021 3:24,13.69,183,,,,
710,7/2/2021 4:24,13.401,183,,,,
711,7/2/2021 5:24,13.185,183,,,,
712,7/2/2021 6:24,13.064,183,,,,
713,7/2/2021 7:24,13.137,183,,,,
714,7/2/2021 8:24,13.137,183,,,,
715,7/2/2021 9:24,13.185,183,,,,
716,7/2/2021 10:24,13.377,183,,,,
717,7/2/2021 11:24,13.473,183,,,,
718,7/2/2021 12:24,13.594,184,,,,
719,7/2/2021 13:24,13.738,184,,,,
720,7/2/2021 14:24,13.786,184,,,,
721,7/2/2021 15:24,13.81,184,,,,
722,7/2/2021 16:24,13.93,184,,,,
723,7/2/2021 17:24,14.194,184,,,,
724,7/2/2021 18:24,14.409,184,,,,
725,7/2/2021 19:24,14.002,184,,,,
726,7/2/2021 20:24,13.834,184,,,,
727,7/2/2021 21:24,13.882,184,,,,
728,7/2/2021 22:24,13.618,184,,,,
729,7/2/2021 23:24,13.305,184,,,,
730,7/3/2021 0:24,13.016,184,,,,
731,7/3/2021 1:24,12.823,184,,,,
732,7/3/2021 2:24,12.678,184,,,,
733,7/3/2021 3:24,12.509,184,,,,
734,7/3/2021 4:24,12.268,184,,,,
735,7/3/2021 5:24,11.977,184,,,,
736,7/3/2021 6:24,11.807,184,,,,
737,7/3/2021 7:24,11.783,184,,,,
738,7/3/2021 8:24,11.856,184,,,,
739,7/3/2021 9:24,12.098,184,,,,
740,7/3/2021 10:24,12.268,184,,,,
741,7/3/2021 11:24,12.896,184,,,,
742,7/3/2021 12:24,13.618,185,,,,
743,7/3/2021 13:24,14.266,185,,,,
744,7/3/2021 14:24,14.816,185,,,,
745,7/3/2021 15:24,15.247,185,,,,
746,7/3/2021 16:24,15.676,185,,,,
747,7/3/2021 17:24,15.724,185,,,,
748,7/3/2021 18:24,15.629,185,,,,
749,7/3/2021 19:24,15.27,185,,,,
750,7/3/2021 20:24,15.151,185,,,,
751,7/3/2021 21:24,14.936,185,,,,
752,7/3/2021 22:24,14.17,185,,,,
753,7/3/2021 23:24,13.57,185,,,,
754,7/4/2021 0:24,13.161,185,,,,
755,7/4/2021 1:24,12.582,185,,,,
756,7/4/2021 2:24,12.195,185,,,,
757,7/4/2021 3:24,11.856,185,,,,
758,7/4/2021 4:24,11.54,185,,,,
759,7/4/2021 5:24,11.248,185,,,,
760,7/4/2021 6:24,11.029,185,,,,
761,7/4/2021 7:24,10.932,185,,,,
762,7/4/2021 8:24,11.102,185,,,,
763,7/4/2021 9:24,11.394,185,,,,
764,7/4/2021 10:24,11.832,185,,,,
765,7/4/2021 11:24,12.509,185,,,,
